firstName,total,female,male
DORA-LICE,1,1,0
PERCILLIANE,3,0,0
AGENARIO,14,0,14
CIDINO,1,0,1
EUDINO,1,0,1
GRACIOSA,5,5,0
ULIBERTO,1,0,1
CARVITO,2,0,2
NARDÉLIA,2,1,0
KLAYTON,8,0,8
ALCEMINO,2,0,2
LINDORACY,4,4,0
LINDOZILDA,2,2,0
EUTAIR,5,0,4
THAISI,1,1,0
ELISELMA,7,7,0
DEAILTON,1,0,1
JANDERVAL,2,0,1
WALTERNEY,2,0,2
MARQUIDOVE,2,0,2
TEODUMIRA,2,2,0
ORIENE,5,3,2
ELIONIR,1,1,0
IRLANDO,6,0,6
OLISSE,1,0,1
RIDINEY,2,0,2
GIRLYANA,1,1,0
EDAILSON,1,0,1
CLAUDIVAL,1,0,1
JOVA,10,0,10
ELDENI,1,0,1
BLASIDIO,1,0,1
GILCIRLEY,1,0,1
ANATALIA,18,17,0
LEDEMIR,3,1,2
GORJES,1,0,1
NEURIVAM,1,0,1
GRACIL,7,1,6
EDECIOMAR,3,0,3
DALCIRA,1,1,0
ADELAZIO,2,0,2
EUTALIO,2,0,1
RHANA,1,1,0
OLERIO,1,0,1
IZAUTO,1,0,1
SILVAL,12,0,8
BENELCI,1,0,1
CLENILZA,2,2,0
ZELMA,35,35,0
NEUTONINA,1,1,0
MACIERY,4,0,4
IZAI,2,0,2
DEVANILDO,14,0,14
DILVANIRA,1,1,0
REGINEILA,1,1,0
DALCIDES,5,0,5
JOCELMO,3,0,3
BRIONES,1,0,1
LAESTE,6,0,6
NELBE,4,3,1
DARCILDES,1,0,1
WAGNEILTON,2,0,2
DAMIÃO,691,1,665
JOSEVI,6,0,6
MARIÉLIA,1,1,0
DEOBERTO,1,0,1
MASILDA,1,1,0
MEDINO,3,0,3
ALINYARA,1,1,0
EUCLECIA,1,1,0
DOCIMAR,8,0,8
VALDEMI,50,0,47
DUCELIR,1,0,1
NALIGIA,5,2,0
OSDIR,1,0,1
JOTAEL,2,0,2
AUCINEY,1,0,1
ZLAUDIMIR,1,0,1
VALDEÇON,1,0,1
EUSTÁQUIA,1,1,0
TIBURCO,1,0,1
ELYSSON,2,0,2
ANAIANE,2,2,0
HEDIMAR,1,0,1
IVASIO,3,0,3
IZÂNIA,1,1,0
JONIVAL,12,0,8
HEIDEGGER,1,0,1
QUIEVILIN,1,0,1
VOLNEI,260,0,251
NEIRICY,1,1,0
FERMA,1,1,0
AMANILIO,1,0,1
AMABILI,1,1,0
VLADINEI,1,0,1
ANTINA,1,1,0
VALÉCIA,1,1,0
ITANILDES,3,0,1
RICART,1,0,1
CHARLIE,6,0,6
LAUDO,17,0,17
MARINELLE,1,1,0
JAMAIR,1,0,1
JORDANA,19,18,0
ALEXANDER,124,1,109
SORAY,1,1,0
NASCIVALDO,3,0,3
EDÉLIO,1,0,0
EFRAIM,60,0,49
IBIBIANO,1,0,1
JERRY,128,0,125
JANDERLEI,2,0,2
DIOGES,1,0,1
MARISVALTO,1,0,1
GEVESON,1,0,1
NERCIR,2,0,2
MAGUIDALA,1,1,0
ROMARI,1,0,1
BENERVAM,1,0,1
NIELSEN,7,0,6
ALDACY,3,2,1
EINAZIBE,3,0,3
LUCIEDA,3,2,0
DESDETE,1,0,1
VALDEMIL,3,0,3
GHEORGH,1,0,1
SÉTIMO,7,0,5
ROGES,4,0,4
ELQUISSON,2,0,1
VAUTENCIL,1,0,1
ELISABETY,1,1,0
ANAZIO,8,0,6
GERRI,9,0,9
DEOLANDO,2,0,2
BERTOLDO,29,0,27
LEOZETE,2,1,1
REYNERY,1,1,0
UILAMES,2,0,2
AVANALTER,1,0,1
ISVANDIR,1,0,1
NAUDE,1,0,1
VALCLÉRIA,1,1,0
LUTGARDES,1,0,1
ADALTRO,7,0,6
JUANITO,3,0,3
EURENI,2,1,1
TENNILLE,1,1,0
FRANSISSANDRO,1,0,1
ABRILINA,1,1,0
RODEMBERG,1,0,1
EDEILSA,1,1,0
ERINATAL,3,0,3
ALTEREDO,7,0,7
ARLITA,6,5,0
ALCIMONE,1,0,1
ANESTRINA,3,3,0
QUEIROZ,2,0,2
VIDOR,1,0,1
JOSANE,18,16,0
HELEBE,1,0,1
FRANCERLEY,1,0,1
ARMESON,1,0,1
ROSELDO,1,0,1
CEZERINO,1,0,1
VERSELI,1,0,1
MATRUSALÉM,2,0,2
DIENEIDE,1,1,0
CLADIR,8,2,6
ILDETE,35,32,3
FRANCICLÊR,1,0,1
HELEM,9,9,0
LEONELSON,3,0,3
ERISEUDA,1,1,0
ELTRITA,1,1,0
CIDEMIR,1,0,1
DIOMEZIO,3,0,2
MARISTENEA,1,1,0
MARITONIO,1,0,1
ALVANI,26,12,12
LUCILÉIA,6,5,0
WILIAN,99,3,89
IVANIVALDA,4,4,0
PAMELLA,9,8,0
MARCELODE,1,0,1
EDEMARCIO,2,0,2
NAZON,2,0,2
ELZENIRA,1,0,0
DARKE,2,0,2
ALESXANDRO,2,0,2
LEILHA,1,1,0
AMAIR,12,3,9
LINDOMILSON,3,0,3
KARLA,205,186,0
TELTO,2,0,2
WALDENOR,22,0,13
CELIONE,6,0,5
WALNETE,2,1,1
GIBISON,2,0,2
FAUCIENE,1,0,1
DENIVAL,62,0,61
OSNYR,1,0,1
JANERSON,2,0,2
ECILDO,3,0,3
WEVERLON,1,0,1
RILDIAN,4,0,3
LEDICE,2,1,0
HAYLSON,1,0,0
CLESLEY,1,0,1
ORLEANY,1,0,1
WAILSON,5,0,4
ENIS-IRAN,1,0,1
RUBIANY,1,1,0
IZIDIO,49,0,49
ROSELANY,1,1,0
DÁGMA,1,1,0
HANANI,1,0,1
LANGERSON,1,0,1
JOLDEMAR,2,0,2
ALVELINO,8,0,8
LEODILIO,2,0,2
EBERSON,29,0,26
CIRENE,39,38,0
JALMIRA,7,7,0
MATOZINHAS,1,1,0
MARCI,11,4,7
JOSESSANDRO,1,0,1
ORMISIO,4,0,4
REVILTO,1,0,1
RIMET,2,0,2
IRINEIA,23,20,0
ADEZIL,3,0,3
EMAIC,1,0,1
GUIMARINA,1,1,0
HILDA,408,386,1
RAIVILDA,1,1,0
RIDINÉA,1,1,0
INAURA,7,7,0
GUEDIOBALDO,1,0,1
JAILSOM,3,0,2
JAEUDSON,1,0,1
ENERITO,1,0,1
DULCICLEIA,1,1,0
ALYADINE,1,1,0
HELISDENE,1,0,1
ROSENEIA,4,4,0
WALDIRANY,1,1,0
VALTERLENE,2,0,2
EGINALDO,11,0,11
EZELINO,4,0,4
BALLIESTER,3,0,3
CLEUZELINA,2,2,0
ADÊMILSON,1,0,1
CLARICITA,1,1,0
MEIRJAN,1,1,0
EDVARD,37,0,37
ANARDINO,6,0,6
ELOI,441,14,411
GEDERLANDIO,1,0,1
ESDRAS,108,2,94
ELZINÁ,1,1,0
SULANITA,1,1,0
ADEVINA,1,1,0
VALDENIA,22,21,0
IRICELIA,3,1,1
DALCILDA,1,1,0
DAVICLEY,1,0,1
CLEUDIO,2,0,2
NENEU,3,0,3
ISELDA,4,4,0
WALDONEIS,1,0,1
BERLINDA,1,1,0
JOSELIA,138,135,1
BIONOR,7,0,7
GISMEIRE,1,1,0
GLAUCIENE,11,9,0
GERDIL,2,0,1
RISLÂINE,1,1,0
AURELINA,23,22,0
GENESMAR,1,0,1
ELK,2,0,1
IRACEL,2,0,2
JEANNIS,1,0,1
GEANCARLO,1,0,1
DULCINÉA,13,13,0
AUCENIO,1,0,1
ZEFFERINO,1,0,1
JEVERSON,25,0,22
ALEVIR,3,0,3
AERTOM,1,0,1
JALDECIR,2,0,2
ORENCIO,3,0,3
ESTEFAN,1,0,1
SHEILISVANIO,1,0,1
LAILDO,4,0,4
REINALMA,4,4,0
BRENDALY,2,2,0
JACKESON,1,0,0
EDCLECIA,1,1,0
HERBERT,160,0,136
ALTIVINHO,4,0,4
GLAURIA,4,2,0
KELY,63,55,5
MEIRE,205,195,0
REGINÊS,1,1,0
TAYRONNE,2,0,2
JARCELI,1,0,1
DIVALDA,4,4,0
ODILEIA,6,5,0
RONIARA,2,2,0
LAFAETI,1,0,1
PATROCÍNIA,1,1,0
ALEX,1581,9,1485
KEDIMA,2,2,0
ELEONITA,1,1,0
GRACILIANA,3,3,0
MORGANIA,1,1,0
IONILDA,8,8,0
PLORIVAL,1,0,1
LOIDELENE,1,1,0
VALTEMAR,13,0,11
ATUALPA,4,0,4
SANYO,2,0,2
THEOFILO,6,0,5
EDELENILSON,3,0,3
GABRIELE,15,14,0
EROLD,1,0,1
ODACIO,3,0,3
ZELIMAR,1,0,0
GERBSON,4,0,4
JEHOVAH,6,0,5
OCEDIR,1,0,1
GILTE,1,0,1
VAGENIL,2,0,2
LURDIANE,1,1,0
ALCIMARI,1,1,0
AUREZENEDI,1,1,0
ELIES,4,0,4
GLAUDISON,1,0,1
DEVYDS,1,0,1
NIRDA,3,3,0
DAMARCIA,3,3,0
HADLA,2,2,0
NEUMARI,1,1,0
ALLAHIL,2,0,2
NEURIAN,3,1,2
WOLFRAM,1,0,1
SINUHE,1,0,1
THUYLA,1,0,0
IVANER,1,0,1
WUESLEY,1,0,1
ERMENILTON,3,0,3
ISMAIAS,6,0,5
EREVALDO,3,0,3
JOSIRALDO,2,0,2
ALAM,7,0,7
GUANDELIM,1,0,1
ZINIDIR,2,2,0
UILQUE,1,0,1
ROSILEA,10,10,0
AIDINA,1,1,0
ROGEMBERG,7,0,4
LÉLIO,32,0,27
ALSELMO,1,0,1
AMILTO,21,0,20
ENESDILUZ,1,1,0
AUTELINO,1,0,1
ORCEAN,2,0,2
MARSIONE,1,1,0
FLAUBER,4,0,4
MARONITO,1,0,1
NEURA,43,38,0
AUDILÉIA,1,0,0
VERACLEIDE,1,1,0
JAINE,35,32,3
CHEILIANA,1,0,0
DORVACI,7,0,7
VILZANI,1,0,0
MORSE,3,0,3
ROLGACIANO,5,0,4
GILCEANE,4,4,0
EDIVAL,167,0,151
JONDERLY,1,0,1
EDNALIA,6,6,0
ODIMÉDIA,1,1,0
JOZINALDO,16,0,16
BELENICE,2,2,0
MIRZA,4,3,0
DIARES,2,0,2
HAYLTON,5,0,4
EUCINARIA,1,1,0
MARINEYDE,2,2,0
SILVÉRIO,101,0,98
DEYCILUCID,1,1,0
CARMINHO,1,0,1
DAVICKSON,2,0,2
HUNGUES,1,0,1
ATELIDIO,2,0,2
GILVÂNIO,11,0,11
ELGIBERTO,1,0,1
WALDERNY,4,0,4
ELITOMAER,1,0,1
ENAURIA,1,1,0
BENILTON,24,0,21
OLMA,1,1,0
SOSTHENE,2,0,2
ÚLTIMO,1,0,1
ODALCIO,1,0,1
GENEVALDO,16,0,16
AURICILENE,1,1,0
BASILIO,106,0,96
LEOLINDA,4,3,0
GICELLI,2,2,0
LYNCOLN,1,0,1
ELAECIA,1,1,0
ANDOENE,1,0,1
OJACSON,2,0,2
ASTON,1,0,1
LUCINEIDE,209,197,1
ODINESIA,1,1,0
EVAILTON,3,0,3
CRISANTINO,5,0,5
FRANCELAINE,1,1,0
OLINDA,192,186,1
VALDIÇON,2,0,2
JALIANE,1,1,0
OSVANDO,16,0,15
CLACIENI,1,1,0
DAMIEN,2,0,2
NEUTOM,1,0,1
LAURISTONE,4,0,4
TAYNAN,1,0,0
NIEDSON,6,0,5
INDRA,4,3,0
ACKLA,1,1,0
DAMASIA,7,7,0
VALDERLICE,2,1,1
ADAUMÁRIA,4,4,0
MARILICE,10,10,0
ROSIVALDO,266,1,257
NIZELIA,1,1,0
JUVELTON,1,0,1
GLEDIS,1,0,1
CLEIMARA,1,1,0
IROZÉ,1,0,1
OTAVIANA,3,3,0
CLEMENS,9,0,9
BENEAL,1,0,0
SAIRA,4,4,0
IZIDORIO,24,0,21
DJEANNE,1,1,0
NILTA,16,16,0
HEWERTHON,1,0,1
MELVY,4,0,4
CREDINALDO,2,0,2
ELCILENO,1,0,1
MAREVAL,2,0,2
SALATYEL,7,0,7
LÊDA,31,28,0
IDAILA,1,1,0
SUMAIA,12,11,0
LEVANI,4,0,4
SANTUNINO,1,0,1
LEAMAR,1,1,0
ARTENIZIA,1,1,0
LAURISVALDO,4,0,4
ARAY,2,0,0
DORACELI,1,1,0
MAIDA,4,4,0
ÁDILER,1,0,0
DELECINDA,1,1,0
JONAILTON,2,0,2
SILDENIA,1,1,0
EDES,39,2,35
IVANIRO,1,0,1
GERDEON,1,0,1
LÉDISON,1,0,1
THELMA,45,35,0
AMOZILDO,1,0,1
EDIVALSO,1,0,1
GLEYDINALDO,1,0,1
EDIVONE,3,2,1
PRUDENCIO,7,0,6
LORA,3,3,0
AKSON,3,0,3
WANILZE,1,1,0
HERMON,2,0,2
VILDARLE,1,0,0
MARIGISA,1,0,0
EYDER,3,0,3
SHERMAN,1,0,1
NILO,570,0,532
OSMALINO,1,0,1
PEDILSON,2,0,2
ENÓQUE,1,0,1
CRISMALDO,2,0,2
DEOCLÉZIO,1,0,1
JOVIEL,1,0,1
EVIDIO,1,0,1
ADELITON,1,0,0
IVILDOMAR,1,0,1
ERNESTO,570,0,523
EDVIILSON,1,0,1
LAION,1,0,1
EURISMAR,5,0,5
ENIZIO,4,0,4
ADALETE,1,1,0
EDVANES,5,0,5
NELISVAL,1,0,1
JANÍCIA,1,1,0
JESSEIR,1,0,1
GESNER,7,0,7
KIARA,5,5,0
HERMENSON,1,0,1
HELTER,4,0,4
SUMAIR,3,0,3
HILBRAINE,1,0,1
LUZELUCIA,3,3,0
LUCÍLIO,13,0,13
ATOS,7,0,5
VALDI,70,0,67
JACIÁRA,2,1,0
AIMARA,1,1,0
LUCYARA,1,1,0
RENALDIN,3,0,3
DOACYR,3,0,3
WANZERLEY,1,0,1
JOANESBETE,2,2,0
MACLAUDIO,4,0,2
SEZIO,3,0,3
LUCILIANO,1,0,1
WLADMIR,10,0,10
SANTINONE,1,0,1
NILFAN,1,0,1
CIDARGINO,1,0,1
SHIRLENI,1,1,0
MARISMA,1,1,0
HAYRTON,3,0,3
VALDENÔR,1,0,1
SOLUVIA,1,1,0
JERVACIO,1,0,1
LANDI,2,0,2
MARKILIS,1,0,1
GERONI,4,3,1
CLUSOLANDIA,1,1,0
ALDÍSIO,1,0,1
LYDEMBERG,1,0,1
ALCINEI,19,2,17
DERVELEI,1,0,1
TEOFILLO,1,0,1
ELQUIA,1,1,0
KAYTON,1,0,1
IZADE,1,1,0
ELINELMA,1,1,0
DILVAN,22,0,19
PASQUALINA,6,6,0
LEALCINDO,4,0,4
LEYDERMANN,2,0,2
ERCILA,1,1,0
WU,2,0,0
ROSENERY,1,1,0
GRETTI,2,2,0
GISONEIDE,1,1,0
RUTCLEIA,1,0,0
GERCIR,2,0,2
CLISTHENES,2,0,2
RIMER,4,0,4
EDINORA,3,3,0
LINALVO,1,0,1
TAISA,7,7,0
EBERALDO,1,0,1
ROMACARTT,2,0,2
EURANIDES,1,1,0
EDINEL,5,0,4
AGUSTINHO,53,0,52
LOIVA,33,31,0
LUISMAR,59,0,57
LEUSDEVAN,1,0,1
MARISLEI,4,4,0
DEILSSON,2,0,2
CLAICY,1,0,0
LIOMAX,1,0,1
DANUZIO,2,0,2
JANIEIDE,1,1,0
HELLIS,1,0,1
DINOEUDE,1,0,1
IGONE,1,0,1
JOZAEL,2,0,2
ORRONES,1,0,1
JUCIBEL,1,1,0
GLEISSE,1,1,0
JEFITE,1,0,1
ZENIRES,2,2,0
NEVES,11,3,6
JOSMAL,2,0,2
ÉTORE,1,0,1
KASSIELE,1,1,0
JUDET,3,3,0
ERVIDA,1,1,0
JANSSEN,5,0,4
ARAÍ,1,0,1
DOURALINDA,1,1,0
NAELTI,3,0,3
LEUCIMAR,3,0,3
LINJANDELSON,3,0,3
LAELIO,7,0,6
SARITA,23,20,0
LEODECIO,2,0,2
DAISE,21,20,0
MIRAMON,2,0,2
EGLANTINA,1,1,0
GEIZY,1,1,0
JOSUELSON,1,0,1
CHERRINE,1,1,0
VLAMYR,1,0,1
ISAELSON,2,0,2
CELIA,1148,1072,7
JOSÉMIR,1,0,1
DIONIVAL,1,0,1
CLAILTO,1,0,1
VALDERAN,3,0,3
ELENÍSIO,3,0,2
JOCIDE,2,1,1
HONESTALGO,4,0,4
ARNEIDE,1,1,0
WIILSON,1,0,1
ALEQUESSANDRO,1,0,1
VALTEVAN,2,0,2
BERI,1,0,0
ELGIANE,2,2,0
SHIZUO,1,0,1
MALBERK,2,0,2
ELJANIO,4,0,4
ASSUERO,19,0,16
GILTONI,1,0,1
ORLEUDO,1,0,1
OGENCIO,1,0,1
ABERIDES,3,0,3
MITZI,2,2,0
SIEGRID,3,1,2
CLEUDENEI,4,1,3
ALDOR,1,0,1
LANNE,1,0,1
GERSONITA,7,6,0
GILCEIA,7,7,0
MARLENI,13,13,0
CLAUCIANE,1,1,0
ELZÁRIO,1,0,1
ARISONTINA,1,1,0
CLEBESON,5,0,5
TILDEN,4,0,0
REMIGIO,3,0,1
OSCARINHO,1,0,1
VALDINES,8,1,7
NATANAEL,549,0,518
RENILMA,3,3,0
ADIMARIO,1,0,1
ALECINA,1,1,0
MARCIEUDO,3,0,3
BERENICIE,1,1,0
IBSEN,11,0,7
RUSIMA,1,0,1
SERLIO,1,0,1
JOSÉDEMEDEIROS,1,0,1
SEDINALVA,1,1,0
OZEVAL,2,0,2
NAFTTALI,3,0,3
ABIMARILDO,1,0,1
CLAIS,2,1,1
NOGISNALDO,2,0,2
JOSETE,87,74,10
GENÍCIO,1,0,1
PRIMITIVO,4,0,4
GISLANY,2,1,0
HIDELVECIO,1,0,1
ADEYNNY,1,1,0
LUTEMBERGUE,3,0,3
EDÊNNIS,1,0,1
ZELTON,1,0,1
IRVALDO,2,0,2
ALTELOIR,1,0,1
CISLENE,5,5,0
ADENIL,32,7,24
ZILDINEI,7,0,7
BERLI,1,0,1
ARONI,5,1,4
OLERINO,2,0,2
EVILANDRO,2,0,2
GLEIDYSON,4,0,4
DORISETE,1,1,0
NADILVA,2,2,0
CLAUDEAN,5,0,5
ELDIOMAR,1,0,1
KLESITON,1,0,1
PHILIPO,1,0,1
MARTON,6,0,6
ROCHELE,5,3,0
IRINEL,1,0,1
RYLK,1,0,1
IOLANE,1,1,0
KALEY,3,3,0
JOEZIA,1,1,0
ISAQUEL,1,0,1
OLDEVAR,2,0,2
AMALRI,1,0,1
RAYOL,2,0,2
GLAUBERSON,1,0,1
JOCIA,1,1,0
ORCEIR,1,0,1
ARUTANA,1,0,1
EULER,81,2,69
WINDERSON,1,0,1
RÔMULO,170,0,141
ODREI,1,0,1
ACCÁCIO,2,0,2
JORDANE,12,2,10
JOSIMAURO,3,0,3
OSVALDIELE,1,1,0
MENDARIO,3,0,3
ACLEDSON,1,0,1
RICHELES,1,0,1
ÉDSON,26,0,22
LEONÍDIA,2,2,0
VADEL,1,0,1
ARICLENIS,1,0,1
AKSILEIDE,1,1,0
ARIVANILDA,2,2,0
LYNÉSIO,1,0,1
BELODINO,2,0,2
VANDERLICI,1,1,0
NECILDA,6,5,0
GRACELY,1,1,0
HIOGENIO,1,0,1
GLECY,4,4,0
MINDLA,1,1,0
ATIRDOR,1,0,1
TODI,4,0,4
WANDERCLÉIA,1,1,0
ADALGIB,2,0,2
HERNANDES,55,0,52
TAILI,1,1,0
VALMIR,2423,8,2310
CLAUDENÍCIO,2,0,2
BERNARDETE,63,59,0
OLGIERDE,3,0,3
EULICIO,1,0,1
CLESIUS,2,0,2
GEFERSSON,1,0,1
CASSEMIRA,1,1,0
AURICELE,1,1,0
DINEIVA,1,1,0
LEIDYANE,2,2,0
MARUCIO,1,0,0
ALDEIR,50,2,47
JANELITA,1,1,0
CLÁÚDIO,1,0,1
NICEA,5,5,0
EZEVIR,1,0,1
ESTELMO,2,0,1
EVAI,2,0,2
JOARILDO,3,0,1
VIULE,1,0,1
SEVELI,1,1,0
MILENILDA,1,1,0
EDELVI,1,0,1
ABRAHIN,2,0,2
EZILTAMAR,1,0,1
HELENHO,1,0,1
LEOZINO,5,0,5
JOSECLÊ,1,0,1
TUPANEMA,1,1,0
WANGNER,2,0,2
NILDEIA,3,3,0
NOLMIRO,2,0,2
CORDIOLINO,1,0,1
ITIBERÊ,1,0,1
LEYLAINE,1,1,0
RUTIANE,1,1,0
GINARA,2,2,0
EDALECIO,1,0,1
SOLINO,8,0,7
VALBERTSON,3,0,1
EVADEIDE,1,1,0
ALTAMAR,5,0,5
ZILTAIR,1,1,0
KATHE,1,1,0
NEATOR,1,0,0
MARNILSA,1,1,0
ARCELI,7,1,6
JAIMILSON,1,0,1
VANGUESNEI,1,0,1
IZEU,5,0,5
ZEANI,1,1,0
MARICELSO,10,0,10
ULADIMIR,4,0,4
GOMERY,1,0,1
VERCELÍ,1,0,1
RAULA,1,1,0
JUAYARACY,4,0,3
QUERCIA,1,1,0
NINRODES,1,0,1
AULERINDO,1,0,1
AMAURILO,3,0,3
AGNAILTON,1,0,1
TELENIA,1,1,0
WERGTON,1,0,1
HELIS,10,1,9
ALANDELON,2,0,2
ELVIDIO,17,0,12
JOSSELMA,1,1,0
SILVINHO,4,0,4
ELTONCIR,1,0,1
SELMIRA,10,10,0
JOCIAN,1,0,1
ADVIR,2,2,0
MAGNOSANE,1,0,1
THATIANI,1,1,0
BELONIR,3,0,3
EUBECIA,1,1,0
CLAUDELICE,3,3,0
VALMERY,3,0,2
THYARA,2,2,0
MARLILUCE,1,1,0
RANDALL,1,0,1
CIONE,5,3,2
INDO,1,0,1
ZENILO,1,0,1
MURITA,1,1,0
ELIANDESON,1,0,1
ROSINELBA,1,1,0
IGLETE,1,1,0
ANAGORETE,1,1,0
ANEGRIT,1,1,0
CLEINILDES,1,1,0
IDELFONCIO,5,0,5
HILDERSAN,1,0,0
CHARLIANA,1,1,0
ORLIRA,3,3,0
VICENIO,1,0,1
ROSSE,8,1,7
VALDENEIS,1,0,1
CLEOBENIR,1,0,1
JOSERLANDIO,2,0,2
MABEL,32,27,4
ÉRITON,1,0,1
JAYLA,1,1,0
VERONI,15,8,6
MACSUELLY,1,1,0
EVANILSON,45,0,44
VANDUHI,1,0,1
LEIDJANE,2,2,0
CARLENIO,2,0,1
FRANCILÉCIO,1,0,1
ZARAI,1,1,0
REGINARA,2,2,0
ERVANGEMILIA,1,1,0
ARISSELES,1,1,0
DINEIDE,6,6,0
LIDORINO,4,0,4
DEIVET,2,0,2
NAJARIA,1,1,0
ITANEL,2,0,1
AENIA,1,0,0
EDILOMAR,1,0,1
QUEROBIM,3,0,3
ANDREVANIO,1,0,1
ROMUEL,1,0,1
VALDICO,3,0,3
LYA,2,1,0
ROZUITA,4,4,0
IONETE,11,11,0
FRANCIALDO,4,0,4
ROSELVERIO,2,0,2
MARCILÉA,2,2,0
ILDENCARMO,1,0,1
JO,28,0,27
IDINA,1,1,0
RAWLINS,1,0,1
CLÉVER,2,0,2
DEVONZIL,1,0,1
HELDINEIA,1,1,0
DUSTRAN,1,0,1
APARCIDO,1,0,1
GLAUCIEL,1,1,0
NOGMALIA,1,1,0
LADIMILSON,1,0,1
VLADIVAL,1,0,1
RONISVON,1,0,1
MARDENES,1,0,1
JAPHÉ,1,0,1
ANAIR,59,48,11
JARDILINO,2,0,2
AVENIL,8,0,8
ABENONIAS,1,0,1
LAVOSIER,1,0,1
SUSETE,16,16,0
THIEGO,1,0,1
JAKES,6,0,4
DENISÁ,1,1,0
ITAIGUARA,4,0,4
SIMONAL,2,0,0
BELIZÁRIA,2,2,0
VALNISIA,2,2,0
ELOACIR,1,0,1
SELOMITE,2,2,0
DORIVALDE,6,0,4
GENERALDO,3,0,3
JOSCELI,3,2,1
DELVIR,1,0,1
SINAE,1,1,0
AGELANDIO,1,0,1
JOVERIDIANO,2,0,2
IRVE,1,1,0
JAERTE,1,0,1
CHARLESON,2,0,2
BRAULIMAR,1,0,1
LENIVER,1,0,1
LITECE,2,2,0
ROSELIDIANA,3,2,0
LOMANDO,1,0,1
WALDICE,5,3,2
RENALVO,4,0,4
PASQUALE,7,0,6
SENIVAL,17,0,14
IVANACY,2,2,0
JAYLSON,1,0,1
CORDEVALDO,1,0,1
JÕAO,14,0,14
NORILDA,1,1,0
MIRANDOLINO,2,0,2
TAUGI,4,4,0
RUBRACY,2,2,0
DAIANNY,3,3,0
RAYQUE,1,0,1
NAQUIB,1,0,1
WAIT,1,0,1
KASSIUS,5,0,5
FIEL,7,0,6
ROSELES,1,1,0
SHERLEY,2,2,0
CELMILO,5,0,2
WERMES,1,0,1
SEDOVAL,1,0,1
ODEWALDO,3,0,3
ROMANZIL,1,0,1
VANDISSE,1,1,0
CLODOBERTO,3,0,3
DANGELA,1,1,0
LEIBER,1,0,0
PLACÍDIO,1,0,1
GEORGETOWN,2,0,2
LURICI,1,0,1
JOSAIAS,4,0,4
ADRIVAN,2,0,2
JANDERRUBE,1,0,1
CLEMELSOM,1,0,1
ZENÁDIO,3,0,3
GLISANE,1,1,0
OCERCIO,2,0,2
FRANCIMILSON,4,0,4
RIOSNEY,3,0,3
JIMINIANO,2,0,1
FRANCILDO,9,0,7
ODILENO,1,0,1
IÊDO,6,0,6
USTANE,5,3,0
AMIVALDO,6,0,6
GEORDANA,2,2,0
SINDEVAL,3,0,3
GRESSIANY,1,1,0
MAYTENISSON,5,0,3
IJACIO,1,0,1
EDIELSO,1,0,1
JENSER,3,0,3
BENON,2,0,2
ALFRENESIO,1,0,0
JOVACY,7,0,7
MARINILDA,17,17,0
MOHAMED,7,0,6
ELIZIANE,37,27,0
CLOSVALDINO,1,0,1
EWERT,1,0,1
JALSER,5,0,0
WENCELAU,1,0,1
ODEMAIR,1,0,1
IOMAR,34,3,31
ELZIR,6,3,3
DERIANE,3,3,0
DIOVALDO,3,0,2
GERENALDO,4,0,4
MONIK,2,2,0
CALIRIO,1,0,1
GUNNIERLEY,1,0,1
ODULIA,2,1,1
SYLSON,2,0,2
THAIZ,3,3,0
PORTHOS,3,0,3
ZENOBRIO,1,0,1
RUDÁ,1,0,0
RISOMAR,40,7,30
JOÇANAN,1,0,1
GILSILANE,1,1,0
REGNALDO,1,0,1
NILDES,12,11,1
LELIANE,10,10,0
DALSI,2,0,2
RUDIANE,1,1,0
WILLION,2,0,1
MIRANDE,1,1,0
SILURZIO,2,0,2
ALIVERINO,1,0,1
IRLANDIO,1,0,1
CLEDE,1,1,0
ALACY,2,2,0
CREUZELY,1,0,0
DEUSINA,3,3,0
GASPARINO,26,0,24
VISCARDO,1,0,1
VANDIVAL,2,0,2
JUSSITELMA,1,1,0
JACKIE,1,0,1
ADEIDE,1,0,1
ROBERCLEIA,1,1,0
ERENIUDO,1,0,1
ROALDO,2,0,2
CRIMAR,1,0,1
IORI,4,0,4
LISLAINE,5,5,0
EDILETI,1,1,0
EMISANDRA,1,1,0
ELIENILSON,1,0,0
HERKILANNY,1,0,0
VANDERSOM,1,0,1
DOROTILDE,4,4,0
DASILIO,1,0,1
ODEVIA,1,1,0
ACENIRO,1,0,1
LUVERSY,1,0,1
HERCILIA,24,24,0
SILVINIA,3,2,0
GILROOSIVET,1,0,1
PASTEIVALDO,1,0,1
ELIZOTE,2,0,2
ADAUBERON,3,0,3
DEUSELY,1,0,1
DAGMAURO,3,0,3
DIÓGINES,1,0,1
ELCION,3,0,3
MITRICHAKUR,1,0,1
VARONES,2,0,2
AGENÁRIO,2,0,2
HONESIO,1,0,1
LUCELITE,1,1,0
ALEDES,2,0,1
JATANIA,1,1,0
NIDES,4,2,2
DEUSDANTE,1,0,1
ADESSANDRA,2,2,0
DEONILDES,1,1,0
ROLIMANES,5,0,4
EMILDO,3,0,3
JUARÊZ,3,0,2
VANDEMAR,1,0,1
ALVIDA,2,2,0
ISPEDICO,4,0,4
ERINAIDE,1,1,0
CLAUDEVAR,1,0,1
ANEOR,3,0,3
IDALVANE,1,1,0
